交易类型,交易金额,交易工作日,交易渠道
现金宝普取,10.06,20160413,企业web版
现金宝普取,12000,20160413,企业web版
现金宝普取,2000000,20160414,企业web版
现金宝普取,500000,20160414,企业web版
现金宝普取,65819.18,20160414,企业web版
现金宝普取,1000000,20160414,企业web版
现金宝普取,100000000,20160414,企业web版
现金宝普取,250000000,20160414,企业web版
高端申购,10000000,20160415,企业web版
现金宝普取,7000000,20160418,企业web版
高端申购,20000000,20160419,企业web版
高端申购,15000000,20160419,企业web版
高端申购,15000000,20160419,企业web版
高端申购,2000000,20160419,企业web版
高端申购,2000000,20160419,企业web版
现金宝普取,300000,20160419,企业web版
现金宝普取,2500000,20160420,企业web版
现金宝普取,0.01,20160421,企业web版
现金宝快取,0.01,20160421,企业web版
基金赎回,5,20160421,企业web版
现金宝普取,10.22,20160422,企业web版
现金宝快取,14000,20160422,企业web版
现金宝普取,5000,20160422,企业web版
高端申购,1000000,20160426,企业web版
现金宝普取,33807.68,20160426,企业web版
现金宝普取,350000,20160426,企业web版
高端申购,30000000,20160426,企业web版
高端申购,25000000,20160426,企业web版
现金宝普取,3000000,20160428,企业web版
现金宝快取,500000,20160429,企业web版
现金宝普取,33192.08,20160429,企业web版
现金宝普取,100000,20160505,企业web版
现金宝普取,3500000,20160505,企业web版
现金宝普取,30000,20160408,企业web版
现金宝普取,90000,20160408,企业web版
现金宝普取,50000,20160411,企业web版
现金宝快取,200000,20160411,企业web版
现金宝普取,120000,20160411,企业web版
现金宝快取,80000,20160411,企业web版
现金宝普取,2000000,20160411,企业web版
现金宝普取,560508.09,20160411,企业web版
现金宝快取,100000,20160411,企业web版
现金宝普取,1000000,20160411,企业web版
现金宝普取,200000,20160412,企业web版
现金宝普取,2000000,20160413,企业web版
现金宝普取,2500000,20160413,企业web版
现金宝普取,2153078.27,20160414,企业web版
现金宝普取,130000,20160414,企业web版
现金宝普取,6000000,20160414,企业web版
现金宝普取,3000000,20160414,企业web版
现金宝快取,100000,20160414,企业web版
现金宝普取,74952.52,20160415,企业web版
高端申购,1200000,20160415,企业web版
现金宝普取,12046721.31,20160415,企业web版
现金宝普取,579.5,20160415,企业web版
现金宝普取,540000,20160415,企业web版
现金宝普取,10000,20160415,企业web版
高端申购,4000000,20160418,企业web版
现金宝普取,110000000,20160418,企业web版
现金宝普取,32056669.25,20160418,企业web版
现金宝普取,10.08,20160418,企业web版
现金宝普取,2000000,20160418,企业web版
现金宝普取,1900000,20160418,企业web版
现金宝普取,3000000,20160419,企业web版
现金宝普取,789490.22,20160419,企业web版
高端申购,20000000,20160419,企业web版
高端申购,20000000,20160419,企业web版
现金宝快取,4000000,20160419,企业web版
现金宝普取,50000,20160420,企业web版
现金宝快取,3000,20160420,企业web版
现金宝普取,70000,20160420,企业web版
现金宝普取,15.1,20160421,企业web版
现金宝普取,0.01,20160421,企业web版
现金宝快取,160000,20160421,企业web版
现金宝普取,10060698.31,20160422,企业web版
现金宝普取,100000000,20160426,企业web版
现金宝普取,11000000,20160427,企业web版
现金宝快取,300000,20160428,企业web版
现金宝快取,45000,20160429,企业web版
现金宝普取,500000,20160504,企业web版
现金宝普取,10101426.39,20160408,企业web版
现金宝普取,5011969.79,20160408,企业web版
现金宝普取,1110000,20160408,企业web版
现金宝普取,300000,20160411,企业web版
现金宝普取,50000,20160411,企业web版
现金宝普取,100000000,20160411,企业web版
现金宝普取,15000000,20160411,企业web版
现金宝普取,8044.52,20160411,企业web版
现金宝普取,9738.77,20160411,企业web版
现金宝普取,90000000,20160412,企业web版
现金宝普取,11000000,20160412,企业web版
现金宝普取,19873.02,20160413,企业web版
现金宝普取,200000,20160413,企业web版
现金宝普取,61954623.97,20160413,企业web版
现金宝普取,100000000,20160414,企业web版
现金宝普取,90105987.97,20160414,企业web版
现金宝普取,15.53,20160415,企业web版
现金宝普取,1,20160415,企业web版
现金宝普取,1000000,20160415,企业web版
高端认购,25000000,20160415,企业web版
现金宝普取,120000,20160418,企业web版
现金宝普取,90046554.56,20160418,企业web版
现金宝快取,50000,20160418,企业web版
高端赎回,1007697,20160418,企业web版
高端赎回,5000000,20160419,企业web版
现金宝普取,11.17,20160419,企业web版
高端申购,40000000,20160419,企业web版
现金宝普取,30147075.85,20160419,企业web版
现金宝快取,0.1,20160421,企业web版
现金宝普取,13000000,20160421,企业web版
现金宝普取,10000000,20160421,企业web版
现金宝普取,1000000,20160421,企业web版
现金宝普取,1,20160422,企业web版
高端申购,1500000,20160426,企业web版
高端认购,93000000,20160503,企业web版
高端赎回,2000000,20160504,企业web版
现金宝快取,60000,20160504,企业web版
现金宝普取,0.1,20160505,企业web版
现金宝普取,5000000,20160505,企业web版
现金宝快取,12545,20160505,企业web版
现金宝普取,1300000,20160506,企业web版
现金宝普取,42814634.77,20160509,企业web版
现金宝普取,151555139.31,20160509,企业web版
现金宝普取,580000,20160509,企业web版
现金宝普取,2000000,20160422,企业web版
现金宝普取,1,20160425,企业web版
高端赎回,2000000,20160425,企业web版
高端申购,6000000,20160425,企业web版
现金宝普取,100000000,20160425,企业web版
高端申购,10000000,20160426,企业web版
高端申购,15000000,20160426,企业web版
高端申购,15000000,20160426,企业web版
现金宝普取,10.56,20160428,企业web版
现金宝普取,60000,20160428,企业web版
现金宝普取,2000000,20160429,企业web版
现金宝普取,10.06,20160503,企业web版
高端申购,5000000,20160504,企业web版
高端认购,30000000,20160504,企业web版
现金宝快取,1,20160505,企业web版
现金宝快取,0.1,20160505,企业web版
现金宝普取,10.2,20160509,企业web版
现金宝普取,75800000,20160509,企业web版
现金宝快取,40000,20160509,企业web版
现金宝普取,150000,20160509,企业web版
高端认购,5000000,20160509,企业web版
现金宝普取,200000,20160510,企业web版
高端申购,3000000,20160510,企业web版
现金宝快取,150000,20160510,企业web版
高端认购,30000000,20160510,企业web版
高端认购,30000000,20160510,企业web版
高端申购,20000000,20160510,企业web版
高端申购,15000000,20160510,企业web版
现金宝普取,300000,20160510,企业web版
现金宝普取,36874878.3,20160511,企业web版
现金宝普取,280000,20160511,企业web版
现金宝普取,30000,20160512,企业web版
现金宝普取,1013045.25,20160512,企业web版
现金宝普取,4206610.36,20160512,企业web版
现金宝普取,1013045.25,20160512,企业web版
现金宝快取,260,20160512,企业web版
现金宝普取,3921867.78,20160512,企业web版
现金宝普取,820356.48,20160512,企业web版
现金宝普取,260000000,20160512,企业web版
现金宝普取,3290000,20160512,企业web版
现金宝快取,43080.63,20160513,企业web版
现金宝快取,50000,20160513,企业web版
现金宝普取,0.01,20160513,企业web版
现金宝普取,20000,20160513,企业web版
现金宝普取,800000,20160516,企业web版
现金宝普取,360000,20160516,企业web版
现金宝普取,10.33,20160516,企业web版
现金宝普取,1000000,20160516,企业web版
现金宝普取,50000,20160426,企业web版
高端申购,7000000,20160426,企业web版
高端申购,60000000,20160426,企业web版
现金宝普取,40000000,20160427,企业web版
现金宝普取,1000000,20160427,企业web版
现金宝普取,3000000,20160427,企业web版
现金宝普取,8000000,20160427,企业web版
现金宝普取,2000000,20160428,企业web版
现金宝普取,16545.31,20160509,企业web版
现金宝普取,40000,20160509,企业web版
现金宝快取,120000,20160509,企业web版
现金宝普取,20000,20160509,企业web版
高端认购,2000000,20160510,企业web版
现金宝普取,50000,20160510,企业web版
高端认购,5000000,20160510,企业web版
现金宝普取,100000,20160511,企业web版
现金宝普取,43086.47,20160511,企业web版
现金宝普取,11800000,20160511,企业web版
现金宝普取,163000000,20160511,企业web版
现金宝普取,17500000,20160511,企业web版
现金宝普取,55257215.19,20160516,企业web版
现金宝普取,20000000,20160516,企业web版
现金宝普取,36492,20160516,企业web版
现金宝普取,28094411.35,20160516,企业web版
高端赎回,100000000,20160517,企业web版
现金宝普取,100000000,20160517,企业web版
高端赎回,40631695.91,20160517,企业web版
高端申购,6000000,20160517,企业web版
现金宝快取,4000000,20160517,企业web版
现金宝普取,1214902.97,20160517,企业web版
高端赎回,8195271.76,20160517,企业web版
现金宝普取,1583033.57,20160517,企业web版
现金宝普取,50000,20160517,企业web版
现金宝普取,10000000,20160517,企业web版
现金宝快取,15000000,20160517,企业web版
现金宝快取,1000000,20160517,企业web版
现金宝普取,1000000,20160517,企业web版
高端申购,5000000,20160517,企业web版
高端申购,3000000,20160517,企业web版
现金宝普取,211131369.92,20160517,企业web版
高端申购,4000000,20160517,企业web版
高端申购,1000000,20160517,企业web版
高端申购,3000000,20160517,企业web版
高端申购,4000000,20160517,企业web版
高端申购,9500000,20160517,企业web版
现金宝普取,0.01,20160422,企业web版
现金宝普取,10.12,20160425,企业web版
现金宝普取,3207929.91,20160425,企业web版
现金宝普取,50000000,20160425,企业web版
现金宝普取,3900000,20160425,企业web版
现金宝普取,2056.2,20160425,企业web版
现金宝普取,4000000,20160425,企业web版
高端赎回,1020330.31,20160426,企业web版
现金宝普取,0.1,20160427,企业web版
现金宝普取,210000000,20160427,企业web版
现金宝快取,300000,20160427,企业web版
现金宝普取,6000000,20160427,企业web版
高端认购,2000000,20160428,企业web版
现金宝快取,350000,20160429,企业web版
现金宝普取,600000,20160503,企业web版
现金宝普取,3000000,20160504,企业web版
现金宝普取,24544014.22,20160509,企业web版
现金宝快取,100000,20160511,企业web版
现金宝普取,10.28,20160513,企业web版
现金宝普取,60000000,20160516,企业web版
现金宝普取,80000,20160516,企业web版
现金宝普取,600000,20160516,企业web版
现金宝普取,100000,20160516,企业web版
现金宝普取,2665751.41,20160516,企业web版
现金宝快取,40000,20160517,企业web版
高端申购,10000000,20160517,企业web版
高端申购,1500000,20160517,企业web版
现金宝普取,40000000,20160517,企业web版
现金宝普取,4000000,20160518,企业web版
现金宝快取,2000000,20160518,企业web版
现金宝普取,100000,20160518,企业web版
现金宝普取,6500000,20160518,企业web版
现金宝普取,15000000,20160518,企业web版
现金宝普取,694686.72,20160518,企业web版
现金宝普取,300000,20160518,企业web版
现金宝普取,40000,20160518,企业web版
现金宝普取,330000,20160519,企业web版
高端申购,20000000,20160519,企业web版
现金宝普取,10.07,20160519,企业web版
现金宝快取,1000,20160519,企业web版
现金宝快取,1000000,20160519,企业web版
现金宝普取,343288.23,20160519,企业web版
现金宝普取,6000000,20160519,企业web版
